season,week,picked,opponent,p,covered
2021,18,PIT,BAL,0.5238,1
2021,18,NYJ,BUF,0.4957,0
2021,18,CAR,TB,0.4957,0
2021,18,MIN,CHI,0.4957,1
2021,18,CIN,CLE,0.4722,1
2021,18,DAL,PHI,0.4862,1
2021,18,KC,DEN,0.625,0
2021,18,DET,GB,0.625,1
2021,18,HOU,TEN,0.4862,1
2021,18,IND,JAX,0.4862,0
2021,18,SF,LA,0.4957,1
2021,18,LAC,LV,0.625,0
2021,18,MIA,NE,0.4957,1
2021,18,WAS,NYG,0.4957,1
2022,1,ATL,KC,0.4837,1
2022,1,CHI,BAL,0.4837,1
2022,1,BUF,LA,0.4837,1
2022,1,CLE,CAR,0.4837,1
2022,1,CIN,PIT,0.4837,0
2022,1,TB,DAL,0.4837,1
2022,1,DET,NO,0.4837,1
2022,1,GB,MIN,0.5094,0
2022,1,HOU,IND,0.4837,1
2022,1,JAX,MIA,0.5094,0
2022,1,LV,LAC,0.4837,0
2022,1,NE,WAS,0.4837,0
2022,1,NYG,TEN,0.4837,1
2022,1,PHI,SEA,0.4837,0
2022,2,ARI,LV,0.4837,1
2022,2,ATL,DEN,0.5714,1
2022,2,BAL,MIA,0.4837,0
2022,2,BUF,TEN,0.4837,1
2022,2,CAR,DET,0.5094,0
2022,2,CHI,GB,0.4837,0
2022,2,CIN,DAL,0.4837,0
2022,2,NYJ,CLE,0.5094,1
2022,2,HOU,LA,0.4837,1
2022,2,JAX,IND,0.5094,1
2022,2,LAC,KC,0.4837,1
2022,2,MIN,PHI,0.4837,0
2022,2,NO,TB,0.4837,0
2022,2,WAS,NYG,0.4837,0
2022,2,SEA,SF,0.4837,0
2022,3,ARI,LA,0.4837,0
2022,3,ATL,NYG,0.4837,1
2022,3,BAL,NE,0.4837,1
2022,3,MIA,BUF,0.4837,1
2022,3,CAR,NO,0.5962,1
2022,3,CIN,NYJ,0.4837,1
2022,3,CLE,PIT,0.4837,1
2022,3,DAL,SEA,0.4837,1
2022,3,DEN,SF,0.4837,1
2022,3,DET,LAC,0.4837,1
2022,3,GB,TB,0.4837,1
2022,3,IND,KC,0.5094,1
2022,3,JAX,MIN,0.4837,1
2022,3,LV,TEN,0.4837,0
2022,3,PHI,WAS,0.4837,1
2022,4,ARI,CAR,0.4837,1
2022,4,ATL,CLE,0.4576,1
2022,4,CHI,DAL,0.4837,0
2022,4,CIN,MIA,0.4837,1
2022,4,LV,DEN,0.4837,1
2022,4,NYJ,DET,0.5962,1
2022,4,NE,GB,0.5094,1
2022,4,LAC,HOU,0.4837,1
2022,4,TEN,IND,0.4837,1
2022,4,JAX,PHI,0.4837,0
2022,4,KC,SF,0.5714,1
2022,4,NO,MIN,0.5962,1
2022,4,SEA,NYG,0.5094,1
2022,5,ARI,PHI,0.5962,1
2022,5,TB,ATL,0.5094,0
2022,5,BAL,CIN,0.4837,0
2022,5,PIT,BUF,0.5962,0
2022,5,CAR,SF,1.0,0
2022,5,MIN,CHI,0.5962,0
2022,5,LAC,CLE,0.5962,1
2022,5,DAL,LA,0.4837,1
2022,5,IND,DEN,0.4837,1
2022,5,DET,NE,0.4576,0
2022,5,GB,NYG,0.4576,0
2022,5,HOU,JAX,0.5962,1
2022,5,KC,LV,0.5094,0
2022,5,MIA,NYJ,0.4837,0
2022,5,NO,SEA,0.4837,1
2022,5,TEN,WAS,1.0,1
2022,6,ATL,SF,0.4576,1
2022,6,BAL,NYG,0.4837,0
2022,6,BUF,SEA,0.4138,1
2022,6,CAR,LA,0.8485,0
2022,6,WAS,CHI,0.5094,1
2022,6,MIA,CIN,0.5094,0
2022,6,CLE,NE,0.4576,0
2022,6,PHI,DAL,0.4837,1
2022,6,DEN,LAC,0.4837,1
2022,6,GB,NYJ,0.4837,0
2022,6,IND,JAX,0.4576,1
2022,6,MIN,NO,0.5094,1
2022,6,TB,PIT,0.5094,0
2022,7,ARI,IND,0.4837,1
2022,7,CAR,TB,0.5714,1
2022,7,CHI,NE,0.5094,1
2022,7,CIN,CLE,0.4837,1
2022,7,DAL,DET,0.4576,1
2022,7,DEN,NYJ,0.5094,0
2022,7,GB,WAS,0.5094,0
2022,7,HOU,LV,0.5094,0
2022,7,NYG,JAX,0.4837,1
2022,7,SF,KC,0.5962,0
2022,7,LAC,SEA,0.4837,0
2022,7,PIT,MIA,0.5094,1
2022,7,NO,TEN,0.5094,0
2022,8,MIN,ARI,0.4837,1
2022,8,CAR,ATL,0.5962,1
2022,8,BAL,TB,0.5962,1
2022,8,CLE,CIN,0.4837,1
2022,8,GB,DAL,0.4837,1
2022,8,DEN,JAX,0.5094,1
2022,8,DET,MIA,0.4837,0
2022,8,LA,SF,0.4837,0
2022,8,NYJ,NE,0.4837,0
2022,8,TEN,NO,0.4837,1
2022,8,PIT,PHI,0.5962,0
2022,8,SEA,WAS,0.4837,1
2022,9,ARI,SEA,0.4576,0
2022,9,ATL,LAC,0.4837,0
2022,9,NO,BAL,0.5714,0
2022,9,NYJ,BUF,0.4837,1
2022,9,CAR,CIN,0.5094,0
2022,9,CHI,GB,0.5094,1
2022,9,DET,MIA,0.5714,1
2022,9,PHI,HOU,0.4837,0
2022,9,IND,NE,0.4837,0
2022,9,JAX,LV,0.5094,1
2022,9,TEN,KC,0.4576,1
2022,10,LA,ARI,0.4837,0
2022,10,CAR,ATL,0.4837,1
2022,10,BUF,MIN,0.4837,0
2022,10,GB,DAL,0.4837,1
2022,10,TB,DEN,0.5094,1
2022,10,DET,MIA,0.5094,1
2022,10,HOU,NYG,0.5094,0
2022,10,IND,LV,0.5962,1
2022,10,LAC,SF,0.4837,1
2022,10,NO,PIT,0.4837,0
2022,10,WAS,PHI,0.5962,1
2022,10,SEA,TEN,0.4837,0
2022,11,SF,ARI,0.5094,1
2022,11,BAL,CAR,0.4576,0
2022,11,CLE,BUF,0.4837,0
2022,11,PIT,CIN,0.5094,0
2022,11,MIN,DAL,0.4837,0
2022,11,DET,GB,0.4837,1
2022,11,HOU,WAS,0.4837,0
2022,11,IND,PHI,0.5094,1
2022,11,KC,LAC,0.4576,0
2022,11,LV,NO,0.5094,1
2022,11,NYJ,NE,0.4837,0
2022,11,NYG,TEN,0.4576,0
2022,12,ARI,LAC,0.4576,1
2022,12,ATL,WAS,0.4837,0
2022,12,JAX,BAL,0.5094,1
2022,12,BUF,DET,0.4837,0
2022,12,CAR,CIN,0.4837,1
2022,12,CHI,NYJ,0.4837,0
2022,12,TB,CLE,0.4837,0
2022,12,NYG,DAL,0.4837,1
2022,12,GB,PHI,0.5622,0
2022,12,HOU,MIA,0.4837,0
2022,12,LA,KC,0.5962,1
2022,12,LV,SEA,0.4837,1
2022,12,PIT,MIN,0.5962,1
2022,12,SF,NO,0.4837,1
2022,13,PIT,ATL,0.5094,1
2022,13,DEN,BAL,0.7347,1
2022,13,NE,BUF,0.5714,0
2022,13,CHI,GB,0.5094,0
2022,13,CIN,KC,0.4837,1
2022,13,CLE,HOU,0.4837,1
2022,13,IND,DAL,0.5094,0
2022,13,JAX,DET,0.5962,0
2022,13,LA,SEA,0.5962,1
2022,13,LAC,LV,0.4837,0
2022,13,SF,MIA,0.4837,1
2022,13,MIN,NYJ,0.5094,1
2022,13,NO,TB,0.4837,1
2022,13,WAS,NYG,0.4837,0
2022,13,PHI,TEN,0.4837,1
2022,14,NE,ARI,0.5714,1
2022,14,BAL,PIT,0.5962,1
2022,14,BUF,NYJ,0.5094,0
2022,14,CAR,SEA,0.4576,1
2022,14,CLE,CIN,0.4576,0
2022,14,HOU,DAL,0.5714,1
2022,14,DEN,KC,0.5962,1
2022,14,MIN,DET,0.4837,0
2022,14,JAX,TEN,0.5714,1
2022,14,LA,LV,0.5962,1
2022,14,LAC,MIA,0.4837,1
2022,14,PHI,NYG,0.5094,1
2022,14,SF,TB,0.5094,1
2022,15,ARI,DEN,0.4837,0
2022,15,ATL,NO,0.4837,1
2022,15,MIA,BUF,0.5094,1
2022,15,PHI,CHI,0.5714,0
2022,15,TB,CIN,0.5962,0
2022,15,CLE,PIT,0.4837,1
2022,15,JAX,DAL,0.4837,1
2022,15,NYJ,DET,0.4837,0
2022,15,LA,GB,0.5962,0
2022,15,KC,HOU,0.5962,0
2022,15,MIN,IND,0.4837,0
2022,15,NE,LV,0.5094,0
2022,15,NYG,WAS,0.4837,1
2022,15,SF,SEA,0.5962,1
2022,16,TB,ARI,0.5962,0
2022,16,ATL,BAL,0.9734,0
2022,16,BUF,CHI,0.4837,1
2022,16,CAR,DET,0.5094,1
2022,16,LA,CIN,0.5094,1
2022,16,HOU,CLE,0.5962,1
2022,16,PHI,DAL,0.5094,0
2022,16,MIA,GB,0.4837,0
2022,16,IND,LAC,0.5094,0
2022,16,JAX,NYJ,0.5094,1
2022,16,KC,SEA,0.4837,1
2022,16,LV,PIT,0.4837,0
2022,16,MIN,NYG,0.5962,0
2022,16,NO,TEN,0.4576,1
2022,16,WAS,SF,0.4837,0
2022,17,ARI,ATL,0.5094,1
2022,17,BAL,CLE,0.4837,0
2022,17,TB,CAR,0.5094,1
2022,17,CHI,DET,0.4837,0
2022,17,KC,DEN,0.5962,0
2022,17,MIA,GB,0.5714,1
2022,17,JAX,HOU,0.5714,1
2022,17,IND,NYG,0.5962,0
2022,17,LA,LAC,0.4576,0
2022,17,SF,LV,0.4837,0
2022,17,NO,PHI,0.4837,1
2022,17,NYJ,SEA,0.5094,0
2022,17,PIT,WAS,0.5094,1
2022,18,ARI,SF,0.4837,0
2022,18,ATL,LAC,0.4837,1
2022,18,NE,BUF,0.5094,0
2022,18,CAR,MIA,0.5094,1
2022,18,CHI,MIN,0.4837,0
2022,18,PIT,CLE,0.4837,1
2022,18,WAS,DAL,0.4837,1
2022,18,DET,GB,0.4576,1
2022,18,HOU,IND,0.4837,1
2022,18,TEN,JAX,0.5962,1
2022,18,KC,LV,0.5962,1
2022,18,LA,SEA,0.5962,1
2022,18,PHI,NYG,0.5962,0
2023,1,WAS,ARI,0.5421,0
2023,1,CAR,ATL,0.5421,0
2023,1,HOU,BAL,0.5421,0
2023,1,NYJ,BUF,0.5421,1
2023,1,GB,CHI,0.5421,1
2023,1,CLE,CIN,0.5421,1
2023,1,NE,DAL,0.5421,0
2023,1,LV,DEN,0.5421,1
2023,1,KC,DET,0.4528,0
2023,1,IND,JAX,0.5481,0
2023,1,LA,SEA,0.5481,1
2023,1,MIA,LAC,0.5421,1
2023,1,TB,MIN,0.5481,1
2023,1,TEN,NO,0.5421,1
2023,1,PHI,NYG,0.4528,1
2023,1,PIT,SF,0.5421,0
2023,2,ARI,NYG,0.5421,1
2023,2,GB,ATL,0.5481,1
2023,2,BAL,CIN,0.5481,1
2023,2,LV,BUF,0.5421,0
2023,2,CHI,TB,0.5481,0
2023,2,PIT,CLE,0.5421,1
2023,2,DAL,NYJ,0.5421,1
2023,2,WAS,DEN,0.5481,1
2023,2,SEA,DET,0.5481,1
2023,2,HOU,IND,0.5481,0
2023,2,KC,JAX,0.5421,1
2023,2,SF,LA,0.5421,0
2023,2,LAC,TEN,0.5481,0
2023,2,MIA,NE,0.5421,1
2023,3,DAL,ARI,0.5421,0
2023,3,HOU,BAL,0.5421,1
2023,3,WAS,BUF,0.5421,0
2023,3,CAR,SEA,0.5481,0
2023,3,KC,CHI,0.5481,1
2023,3,TEN,CLE,0.5421,0
2023,3,DEN,MIA,0.5481,0
2023,3,LA,DET,0.4528,0
2023,3,GB,NO,0.5421,1
2023,3,JAX,IND,0.5421,0
2023,3,LAC,MIN,0.5481,1
2023,3,PIT,LV,0.5481,1
2023,3,NE,NYJ,0.5481,1
2023,3,SF,NYG,0.5421,1
2023,3,TB,PHI,0.5421,0
2023,4,ARI,SF,0.4422,0
2023,4,JAX,ATL,0.5481,1
2023,4,BAL,CLE,0.4422,1
2023,4,BUF,MIA,0.5481,1
2023,4,CAR,MIN,0.5481,0
2023,4,DAL,NE,0.5481,1
2023,4,DET,NYG,0.5481,1
2023,4,PIT,HOU,0.5421,0
2023,4,IND,LA,0.4422,0
2023,4,KC,NYJ,0.5481,0
2023,4,NO,TB,0.5421,0
2023,4,WAS,PHI,0.5481,1
2023,4,SEA,TEN,0.5481,1
2023,5,CIN,ARI,0.4528,1
2023,5,ATL,HOU,0.5481,0
2023,5,PIT,BAL,0.5481,1
2023,5,JAX,BUF,0.546,1
2023,5,CAR,DET,0.5481,0
2023,5,CHI,WAS,0.5481,1
2023,5,DAL,SF,0.5481,0
2023,5,DEN,NO,0.5481,0
2023,5,GB,LV,0.4528,0
2023,5,TEN,IND,0.5421,0
2023,5,KC,LA,0.5421,1
2023,5,MIA,NYG,0.5421,1
2023,5,MIN,PHI,0.5481,0
2023,5,NYJ,NE,0.5481,1
2023,6,ARI,LA,0.4422,0
2023,6,ATL,WAS,0.5481,0
2023,6,TEN,BAL,0.5421,0
2023,6,BUF,NYG,0.5481,0
2023,6,MIA,CAR,0.5481,1
2023,6,CHI,DET,0.5421,0
2023,6,NE,CIN,0.5481,0
2023,6,CLE,SF,0.5481,1
2023,6,DAL,LAC,0.5408,1
2023,6,DEN,KC,0.5421,0
2023,6,HOU,NO,0.5421,1
2023,6,JAX,IND,0.5481,1
2023,6,SEA,LV,0.5481,0
2023,6,MIN,TB,0.5481,1
2023,6,PHI,NYJ,0.5421,0
2023,7,ARI,SEA,0.4528,0
2023,7,ATL,BAL,0.5481,1
2023,7,BUF,NE,0.4528,0
2023,7,CHI,LV,0.5481,1
2023,7,IND,CLE,0.5481,1
2023,7,DEN,GB,0.5481,1
2023,7,PHI,DET,0.4528,1
2023,7,JAX,NO,0.5481,1
2023,7,LAC,KC,0.5481,0
2023,7,PIT,LA,0.4528,1
2023,7,MIN,SF,0.5421,1
2023,7,NYG,WAS,0.5421,1
2023,8,ARI,BAL,0.5421,1
2023,8,BUF,TB,0.5481,0
2023,8,CAR,HOU,0.5421,1
2023,8,LAC,CHI,0.5481,1
2023,8,CIN,SEA,0.4422,1
2023,8,DAL,LA,0.5481,1
2023,8,DEN,KC,0.5481,1
2023,8,LV,DET,0.4528,0
2023,8,MIN,GB,0.4528,1
2023,8,NO,IND,0.5421,1
2023,8,JAX,TEN,0.5421,1
2023,8,NE,MIA,0.5481,0
2023,9,ARI,CLE,0.4528,0
2023,9,BAL,SEA,0.5481,1
2023,9,BUF,CIN,0.5481,0
2023,9,CAR,IND,0.4528,0
2023,9,CHI,NO,0.5481,1
2023,9,GB,LA,0.4528,1
2023,9,HOU,TB,0.5481,0
2023,9,MIA,KC,0.5421,0
2023,9,LAC,NYJ,0.5481,1
2023,9,LV,NYG,0.5421,1
2023,9,MIN,PHI,0.4528,1
2023,9,NE,WAS,0.5481,0
2023,9,TEN,PIT,0.5481,0
2023,10,ATL,ARI,0.5421,0
2023,10,BAL,CLE,0.5481,0
2023,10,BUF,DEN,0.5481,0
2023,10,HOU,CIN,0.5481,1
2023,10,DAL,NYG,0.5481,1
2023,10,LAC,DET,0.5421,0
2023,10,GB,PIT,0.5421,0
2023,10,IND,LV,0.4528,1
2023,10,MIN,SF,0.5421,1
2023,10,SEA,WAS,0.5421,0
2023,10,TB,TEN,0.5481,1
2023,11,HOU,ARI,0.5421,0
2023,11,BAL,CIN,0.4422,1
2023,11,CHI,BUF,0.5481,1
2023,11,CAR,DAL,0.4422,0
2023,11,CLE,MIN,0.4422,1
2023,11,DEN,PHI,0.4422,0
2023,11,GB,LAC,0.4422,1
2023,11,JAX,TEN,0.5421,1
2023,11,LA,SEA,0.5421,0
2023,11,LV,MIA,0.4422,1
2023,11,NYG,WAS,0.4422,1
2023,11,TB,SF,0.5421,1
2023,12,BAL,ARI,0.4528,1
2023,12,ATL,NO,0.5481,1
2023,12,BUF,IND,0.5481,0
2023,12,CAR,TEN,0.5421,0
2023,12,CHI,MIN,0.5481,1
2023,12,CIN,PIT,0.4528,0
2023,12,DEN,CLE,0.5421,1
2023,12,WAS,DAL,0.5421,0
2023,12,GB,DET,0.4528,1
2023,12,JAX,HOU,0.5481,1
2023,12,KC,LV,0.4422,1
2023,12,LAC,LA,0.5421,0
2023,12,MIA,NYJ,0.4528,1
2023,12,NE,NYG,0.5481,0
2023,12,TB,PHI,0.5421,0
2023,12,SEA,SF,0.5421,0
2023,13,ARI,PIT,0.4528,1
2023,13,NYJ,ATL,0.5481,0
2023,13,CAR,TB,0.5481,1
2023,13,CIN,JAX,0.5421,1
2023,13,CLE,HOU,0.5421,0
2023,13,DAL,SEA,0.4528,0
2023,13,DEN,LA,0.5421,0
2023,13,NO,DET,0.5421,0
2023,13,KC,GB,0.4528,0
2023,13,TEN,IND,0.5481,0
2023,13,LAC,NE,0.5421,1
2023,13,WAS,MIA,0.4528,0
2023,13,PHI,SF,0.4528,0
2023,14,TB,ATL,0.4528,1
2023,14,LA,BAL,0.5481,1
2023,14,BUF,KC,0.5421,1
2023,14,NO,CAR,0.5481,1
2023,14,CHI,DET,0.5481,1
2023,14,DEN,CIN,0.5421,1
2023,14,CLE,JAX,0.5421,1
2023,14,PHI,DAL,0.4528,0
2023,14,GB,NYG,0.4528,0
2023,14,NYJ,HOU,0.5481,1
2023,14,MIA,TEN,0.5481,0
2023,14,NE,PIT,1.0,1
2023,14,SEA,SF,0.4528,1
2023,15,ARI,SF,0.4422,0
2023,15,CAR,ATL,0.5481,1
2023,15,BAL,JAX,0.4528,1
2023,15,BUF,DAL,0.5421,1
2023,15,HOU,CLE,0.5421,1
2023,15,DEN,DET,0.4422,0
2023,15,GB,TB,0.4528,0
2023,15,PIT,IND,0.5421,0
2023,15,WAS,LA,0.4528,0
2023,15,LAC,LV,0.5421,0
2023,15,NYJ,MIA,0.5481,0
2023,15,NO,NYG,0.5481,1
2023,15,SEA,PHI,0.5481,1
2023,16,ARI,CHI,0.5481,0
2023,16,ATL,IND,0.5481,1
2023,16,BAL,SF,0.4422,1
2023,16,BUF,LAC,0.5421,0
2023,16,CAR,GB,0.5421,1
2023,16,PIT,CLE,0.5481,1
2023,16,DAL,MIA,0.5481,0
2023,16,DEN,NE,0.5481,0
2023,16,DET,MIN,0.4422,1
2023,16,JAX,TB,0.4528,0
2023,16,KC,LV,0.5481,0
2023,16,NO,LA,0.5481,0
2023,16,PHI,NYG,0.5481,0
2023,16,NYJ,WAS,0.5481,0
2023,17,PHI,ARI,0.5421,0
2023,17,ATL,BAL,0.5481,0
2023,17,BUF,NE,0.5421,0
2023,17,CAR,DEN,0.5481,0
2023,17,MIA,CHI,0.5481,0
2023,17,CIN,KC,0.4422,0
2023,17,CLE,NYJ,0.4422,1
2023,17,DET,DAL,0.4528,1
2023,17,GB,MIN,0.5481,1
2023,17,HOU,TEN,0.5481,1
2023,17,LV,JAX,0.5421,1
2023,17,LA,NYG,0.4422,0
2023,17,NO,TB,0.5481,1
2023,17,PIT,SEA,0.5481,1
2023,17,SF,WAS,0.5421,1
2023,18,ARI,BUF,0.5481,1
2023,18,ATL,DET,0.5481,0
2023,18,BAL,PIT,0.4528,0
2023,18,CAR,TB,1.0,0
2023,18,GB,CHI,0.4528,1
2023,18,CIN,CLE,0.4422,1
2023,18,DAL,WAS,0.4528,1
2023,18,HOU,IND,0.5481,1
2023,18,TEN,JAX,0.5421,1
2023,18,KC,LV,0.5481,1
2023,18,LA,SF,0.5481,1
2023,18,NO,MIN,0.5481,1
2023,18,NYJ,NE,0.5421,1
2023,18,NYG,PHI,0.4528,1
2024,1,ARI,BUF,0.4758,1
2024,1,PIT,ATL,0.4758,1
2024,1,BAL,KC,0.4758,0
2024,1,TEN,CHI,0.4758,0
2024,1,NE,CIN,0.4758,1
2024,1,DAL,CLE,0.4758,1
2024,1,DEN,SEA,0.4758,1
2024,1,LA,DET,0.4758,0
2024,1,GB,PHI,0.4758,0
2024,1,IND,HOU,0.4758,1
2024,1,JAX,NO,0.4758,1
2024,1,LV,LAC,0.4758,0
2024,1,NYG,MIN,0.4758,0
2024,1,NYJ,SF,0.4758,0
2024,1,WAS,TB,0.4758,0
2024,2,ARI,LA,0.4758,1
2024,2,ATL,PHI,0.5375,1
2024,2,BAL,LV,0.4758,0
2024,2,BUF,MIA,0.4758,1
2024,2,CAR,LAC,0.5375,0
2024,2,CIN,DAL,0.5375,1
2024,2,CLE,JAX,0.4758,1
2024,2,DET,TB,0.4758,0
2024,2,GB,PIT,0.5375,1
2024,2,KC,NO,0.4758,0
2024,2,MIN,SF,0.4758,1
2024,2,NYJ,NE,0.4758,1
2024,2,NYG,WAS,0.4758,0
2024,3,ARI,DET,0.4758,0
2024,3,ATL,KC,0.4758,0
2024,3,BAL,DAL,0.4758,1
2024,3,JAX,BUF,0.5,0
2024,3,CAR,LV,0.5375,1
2024,3,CHI,IND,0.4758,0
2024,3,WAS,CIN,0.4758,1
2024,3,DEN,TB,0.5375,1
2024,3,GB,PIT,0.4758,1
2024,3,HOU,MIN,0.4744,0
2024,3,LA,SF,0.5375,1
2024,3,MIA,SEA,0.4758,0
2024,3,PHI,NO,0.4758,1
2024,3,NYG,NYJ,0.5375,1
2024,4,BAL,MIN,0.5375,1
2024,4,CAR,CIN,0.5375,0
2024,4,LA,CHI,0.4758,0
2024,4,CLE,IND,0.4561,0
2024,4,NYG,DAL,0.5375,1
2024,4,DEN,NYJ,0.4561,1
2024,4,DET,WAS,0.4758,1
2024,4,NO,GB,0.5375,1
2024,4,HOU,JAX,0.5375,0
2024,4,LAC,KC,0.4758,1
2024,4,LV,PIT,0.4744,1
2024,4,MIA,TEN,0.5375,0
2024,4,NE,SF,0.5375,0
2024,4,TB,PHI,0.4758,1
2024,5,ARI,SEA,0.4744,1
2024,5,ATL,DAL,0.5375,1
2024,5,BAL,CIN,0.4758,1
2024,5,BUF,HOU,0.5375,0
2024,5,CAR,CHI,0.5375,0
2024,5,CLE,DEN,0.5375,0
2024,5,LA,GB,0.5375,0
2024,5,IND,JAX,0.4561,1
2024,5,NO,KC,0.5,0
2024,5,LV,WAS,0.5375,0
2024,5,NE,MIA,0.5375,0
2024,5,MIN,NYJ,0.4758,1
2024,5,NYG,SF,0.4758,1
2024,6,ARI,GB,0.4758,0
2024,6,CAR,ATL,0.4744,0
2024,6,WAS,BAL,0.5,0
2024,6,BUF,NYJ,0.4758,1
2024,6,CHI,JAX,0.4758,1
2024,6,NYG,CIN,0.4744,0
2024,6,CLE,PHI,0.5375,1
2024,6,DET,DAL,0.4758,1
2024,6,DEN,LAC,0.4744,0
2024,6,NE,HOU,0.5375,0
2024,6,TEN,IND,0.4394,0
2024,6,LV,PIT,0.4744,0
2024,6,SF,NO,0.5375,1
2024,6,SEA,TB,0.5,0
2024,7,ARI,LAC,0.4744,1
2024,7,ATL,HOU,0.4758,0
2024,7,TB,BAL,0.4758,0
2024,7,TEN,BUF,0.5375,0
2024,7,CAR,WAS,0.5375,0
2024,7,CLE,CIN,0.4758,0
2024,7,DEN,NO,0.5375,1
2024,7,DET,MIN,0.4561,1
2024,7,SEA,IND,0.5,1
2024,7,NE,JAX,0.5375,0
2024,7,KC,SF,0.4758,1
2024,7,LV,LA,0.5375,1
2024,7,PHI,PIT,0.4758,1
2024,8,ARI,MIA,0.5375,1
2024,8,ATL,TB,0.4744,1
2024,8,CLE,BAL,0.4758,1
2024,8,LA,BUF,0.5375,1
2024,8,CAR,DEN,0.5375,0
2024,8,CHI,WAS,0.4758,0
2024,8,CIN,PHI,0.4758,0
2024,8,DAL,SF,0.4758,0
2024,8,TEN,DET,0.5375,0
2024,8,JAX,GB,0.5,1
2024,8,IND,HOU,0.4758,1
2024,8,KC,LV,0.4758,0
2024,8,NO,LAC,0.4744,0
2024,8,NE,NYJ,0.5375,1
2024,8,PIT,NYG,0.4758,1
2024,9,ARI,CHI,0.4758,1
2024,9,ATL,DAL,0.4758,1
2024,9,DEN,BAL,0.5375,0
2024,9,CAR,NO,0.5375,1
2024,9,LV,CIN,0.4758,0
2024,9,CLE,LAC,0.4758,0
2024,9,GB,DET,0.5,0
2024,9,NYJ,HOU,0.5375,1
2024,9,JAX,PHI,0.4744,1
2024,9,KC,TB,0.4758,0
2024,9,LA,SEA,0.5375,1
2024,9,MIA,MIN,0.5,1
2024,9,NYG,WAS,0.4758,0
2024,10,ARI,NYJ,0.4758,1
2024,10,ATL,NO,0.4758,0
2024,10,CIN,BAL,0.4758,1
2024,10,HOU,BUF,0.5375,1
2024,10,NYG,CAR,0.5,0
2024,10,CHI,NE,0.4758,0
2024,10,DAL,PHI,0.4744,0
2024,10,KC,DEN,0.4744,0
2024,10,JAX,MIN,0.5,1
2024,10,LA,MIA,0.5375,0
2024,10,TEN,LAC,0.4758,0
2024,10,PIT,WAS,0.4758,1
2024,10,SF,TB,0.4744,0
2024,11,ATL,DEN,0.4758,0
2024,11,BAL,PIT,0.4758,0
2024,11,KC,BUF,0.5375,0
2024,11,CHI,GB,0.5375,1
2024,11,LAC,CIN,0.4561,1
2024,11,CLE,NO,0.4758,0
2024,11,DAL,HOU,0.4758,0
2024,11,DET,JAX,0.4758,1
2024,11,NYJ,IND,0.5375,0
2024,11,LA,NE,0.5375,1
2024,11,MIA,LV,0.4842,1
2024,11,TEN,MIN,0.5375,0
2024,11,PHI,WAS,0.4744,1
2024,11,SF,SEA,0.4758,0
2024,12,SEA,ARI,0.5,1
2024,12,CHI,BAL,0.4758,0
2024,12,CAR,KC,0.5375,1
2024,12,PIT,CLE,0.5375,0
2024,12,DAL,WAS,0.5375,1
2024,12,DEN,LV,0.4561,1
2024,12,DET,IND,0.4758,1
2024,12,GB,SF,0.4758,1
2024,12,TEN,HOU,0.5,1
2024,12,LAC,PHI,0.4758,0
2024,12,MIA,NE,0.4758,1
2024,12,NYG,TB,0.4758,0
2024,13,ARI,GB,0.5375,1
2024,13,ATL,LAC,0.5375,0
2024,13,PHI,BAL,0.5375,1
2024,13,BUF,CLE,0.4758,1
2024,13,TB,CAR,0.5375,0
2024,13,DET,CHI,0.5375,0
2024,13,PIT,CIN,0.4758,1
2024,13,DAL,NYG,0.5375,1
2024,13,SF,DEN,0.4758,0
2024,13,HOU,JAX,0.4758,0
2024,13,IND,NE,0.4744,0
2024,13,KC,LV,0.4744,0
2024,13,LA,NO,0.5375,1
2024,13,NYJ,SEA,0.4758,0
2024,13,TEN,WAS,0.5375,0
2024,14,ATL,MIN,0.5,0
2024,14,LA,BUF,0.5,1
2024,14,PHI,CAR,0.4758,0
2024,14,DAL,CIN,0.5375,0
2024,14,PIT,CLE,0.5375,1
2024,14,JAX,SF,0.5375,1
2024,14,LAC,KC,0.5,1
2024,14,TB,LV,0.5,1
2024,14,NYJ,MIA,0.5375,1
2024,14,NO,NYG,0.4758,0
2024,14,TEN,SEA,0.4758,0
